content,label
【中国联通】年终大回馈，免单大奖升级。固话、宽带、移网用户每天各抽一名得全年免账单，还有2019万元京东E卡等你来瓜分~点击https://u.10010.cn/qAE9U立即参与，回复TD退订。,0
【中国联通】人人有礼拿，免全年账单、爱奇艺视频会员，电影券等多样奖品，来就送。今天登录获得100元京东E卡概率翻倍，说不定你就是手厅锦鲤。点击https://u.10010.cn/qAEGf立即参与，回复TD退订。,0
【中国联通】尊敬的用户，月底了，请关注话费余额。现赠送您一次在中国联通手机营业厅直充50元享9折优惠特权，本月30号22点前有效，点击使用http://u.10010.cn/qABNr，回复TD退订。,0
【中国联通手机营业厅】疯狂大砍价，砍至0元免费拿：腾讯、优酷视频会员，充值折扣券等。升级至最新版本，移动、电信都可帮砍哦，立即抢u.10010.cn/qAdKD回复TD可退订。,0
【中国联通】双11十周年全民礼包，洗衣液、环保竹浆抽纸拼手气免费领取，更有天猫优惠券、支付宝红包等你来拿！点击dwz.cn/Z0HZ3afG开抢，11月11日前先到先得！,0
【中国联通】尊敬的用户，手机营业厅为您提供了流量使用曲线图，一键查看近六个月流量使用情况，点击u.10010.cn/qAAp9，回复TD退订。,0
【中国联通】截至03月29日24时，您当月套餐内国内通用流量已用176.3MB，剩余1.828GB；超出流量按套餐标准资费收取；点击进入http://u.10010.cn/tAE3v查询详情。,0
为巩固防控成果，防止疫情反复，全市各殡葬单位清明期间继续暂停现场祭祀服务，实行封闭式管理，敬请广大市民实行居家追思、网络祭祀！（js.0551website.com)感谢您的理解与支持！【中国联通】,0
今年消费维权年主题是“凝聚你我力量”。省消保委倡议：广大消费者科学文明消费，依法理性维权；广大经营者诚信守法经营，不断提高产品和服务质量。全社会携手营造更加安全放心的消费环境。【中国联通】,0
【中国联通】您2020年2月份通信账单信息：用户号码：xxx；计费周期：2月1日-2月29日；本期消费：79.20元，其中：月固定费36元，增值业务费0.20元，查询详情请点击：http://xxx。回复TDZD退订本短信。【中国联通】,0
温馨提示：截至本月8日，您有448积分。安全复工必备，清洁消毒限量抢，访问u.10010.cn/qALSJ。回QXJY退订【中国联通】,0
【流量提醒】截至03月01日24时，您当月套餐内国内通用流量已用0.1MB，剩余2.000GB；超出流量按套餐标准资费收取；点击进入http:xxx查询详情。,0
截至01月28日11时33分，您合作产品套餐A已用尽，超出语音按套餐标准资费收取；点击进入http:xxx查询详情。【中国联通】,0
中国联通提醒您：吉祥春节，消防为先。家中不乱拉电线，取暖器远离可燃物。电动车易起火，产生高温毒气会夺命，停放或充电不要进楼入户。家庭逃生路线记心上，遇火逃生要及时。消防车道很重要，车辆停放不占用。,0
【中国联通】目前，安徽已连续10天无新增确诊病例、新增疑似病例。全省16个市984例新冠肺炎确诊住院病例已全部出院，实现“清零”。“清零”不等于零风险，对疫情的警惕性不能降低、对防控的要求不能降低，不获全胜决不轻言成功。,0
尊敬的客户，我们很高兴地宣布，《港囧》即将来袭！这部电影由NAMENAME执导和主演，同时还有薇包加盟。在《高空冒险情在囧途》，您将欣赏到一场爆笑不断的旅程。《详情点击URLctpn看直播下应用还能赚话费领流量抢伊份优惠券图书音像礼券歌友会门票》。不要错过这个机会哦！赶快下载我们的APP并注册吧！期待与您的见面~,0
尊敬的客户，您好！感谢您一直以来对中国移动的支持与信任。近日我公司最新到货一批G大屏手机正在进行半价销售活动，数量有限，预购从速哦～如有需求请尽快联系我们分公司客户经理[NAME]，电话：CELLPHONE。期待能为您提供优质的服务体验和满意度评价保持沟通[DIGIT]分,0
尊敬的客户，中国移动现在推出了一系列优惠活动。您可以免费更换NAMEDIGIT元话费并享受更多存费送费的优惠政策。您只需前往附近的营业厅或代理商处办理即可享受到这些福利和实惠的中国移动光宽带服务！好用不贵更实惠的选择就在您的身边等待着你赶快行动吧!,0
【中国电信纷享包】免费体验来啦！海量漫画随你看，立即发送短信“DIGIT”到XXX开通当月成功订购就送XX元话费。,0
